loadingOrder,timestamp,longitude,latitude,speed,direction,carrierName,vesselMMSI,onboardDate,TRANSPORT_TRACE
CM247448368157,2020-01-21T10:20:48.000Z,122.438633,29.729678,10,28200,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:21:08.000Z,122.43804,29.729798,10,28160,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:21:28.000Z,122.437458,29.729925,10,28170,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:21:48.000Z,122.436905,29.730032,10,28200,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:23:08.000Z,122.434722,29.730438,9,28190,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:23:38.000Z,122.433963,29.730587,9,28200,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:23:48.000Z,122.433712,29.730633,9,28220,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:24:38.000Z,122.432415,29.730877,8,28260,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:24:48.000Z,122.43216,29.730928,8,28300,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:25:08.000Z,122.431682,29.73103,8,28310,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:28:38.000Z,122.426272,29.732203,8,28330,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:28:48.000Z,122.426003,29.732262,8,28360,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:30:38.000Z,122.42304,29.732885,9,28110,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:32:38.000Z,122.419663,29.73343,9,28100,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:42:48.000Z,122.401322,29.736958,10,28470,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:44:28.000Z,122.398255,29.737615,10,28380,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:44:38.000Z,122.397947,29.737683,10,28420,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:44:58.000Z,122.39733,29.737823,10,28470,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:45:28.000Z,122.396335,29.738063,10,28470,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T10:48:28.000Z,122.39077,29.739293,10,28470,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:07:48.000Z,122.355243,29.747673,10,27980,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:10:48.000Z,122.349845,29.74855,10,28010,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:10:58.000Z,122.349467,29.748617,10,28010,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:12:48.000Z,122.345467,29.749128,11,27830,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:21:48.000Z,122.321148,29.750798,15,28020,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:27:28.000Z,122.308703,29.757455,14,30760,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:28:28.000Z,122.306603,29.758877,14,30710,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:29:48.000Z,122.303715,29.760777,14,30770,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:29:58.000Z,122.303417,29.760983,14,30810,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:34:38.000Z,122.293618,29.76773,15,30850,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:34:48.000Z,122.293217,29.768015,15,30880,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:34:58.000Z,122.292888,29.768252,15,30880,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:35:38.000Z,122.291373,29.769318,15,30890,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:35:48.000Z,122.290997,29.769587,15,30920,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:36:18.000Z,122.289825,29.770432,15,30910,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:37:38.000Z,122.286663,29.77262,16,30920,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:37:48.000Z,122.286268,29.772913,16,30970,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:38:18.000Z,122.285062,29.77379,16,30940,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:40:38.000Z,122.279338,29.777957,17,31030,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:40:48.000Z,122.278965,29.778233,17,31030,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:41:18.000Z,122.27765,29.779222,17,31010,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:42:18.000Z,122.275213,29.781085,17,31080,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:45:38.000Z,122.266967,29.787195,17,31110,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:46:38.000Z,122.264452,29.789022,17,30950,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:46:58.000Z,122.263617,29.789635,17,30980,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:47:58.000Z,122.261143,29.79147,17,30990,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:48:58.000Z,122.258612,29.79337,18,31070,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:49:38.000Z,122.257005,29.794533,17,31000,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:49:58.000Z,122.256195,29.795142,18,31090,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:50:38.000Z,122.254582,29.796378,17,31120,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:54:38.000Z,122.244875,29.803877,17,31240,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:55:18.000Z,122.243317,29.805202,17,31290,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:55:28.000Z,122.242913,29.805525,17,31270,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:55:38.000Z,122.242507,29.805852,17,31270,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:55:48.000Z,122.242105,29.806178,17,31290,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:56:08.000Z,122.241287,29.806843,17,31300,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:56:18.000Z,122.24083,29.80721,17,31280,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:59:48.000Z,122.232433,29.814517,18,31850,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T11:59:58.000Z,122.232042,29.814888,18,31790,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:00:08.000Z,122.231605,29.815317,18,31820,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:00:18.000Z,122.231235,29.815668,18,31750,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:00:28.000Z,122.230832,29.816063,18,31790,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:00:48.000Z,122.230065,29.816825,18,31920,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:01:18.000Z,122.228938,29.817965,18,31940,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:01:28.000Z,122.228532,29.818402,19,32030,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:01:48.000Z,122.22782,29.819152,19,32030,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:02:48.000Z,122.225578,29.82156,19,32110,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:03:08.000Z,122.224857,29.822325,19,32060,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:03:18.000Z,122.224455,29.822755,19,32070,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:03:48.000Z,122.22332,29.824008,19,32180,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:04:08.000Z,122.222608,29.824822,19,32200,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:04:18.000Z,122.222263,29.825178,19,32230,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:04:38.000Z,122.22156,29.82602,19,32230,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:04:48.000Z,122.221212,29.826437,19,32250,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:05:18.000Z,122.220133,29.827693,19,32340,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:05:48.000Z,122.219053,29.828953,19,32320,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:06:08.000Z,122.218333,29.829782,19,32280,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:16:38.000Z,122.193258,29.84626,14,25830,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:16:48.000Z,122.19281,29.846208,14,25860,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:17:18.000Z,122.191593,29.845893,14,25280,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:17:38.000Z,122.190857,29.845665,14,25120,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:19:48.000Z,122.18521,29.84382,15,24890,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:20:48.000Z,122.182545,29.842935,15,24900,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:25:48.000Z,122.16905,29.837293,16,24320,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:34:48.000Z,122.146508,29.826072,15,23920,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:35:48.000Z,122.144197,29.82486,15,23820,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:37:28.000Z,122.140375,29.822702,15,23910,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:37:48.000Z,122.139632,29.822347,15,24130,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:38:08.000Z,122.138857,29.821973,15,24150,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:38:28.000Z,122.138078,29.821615,15,24160,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:38:48.000Z,122.137297,29.821258,15,24150,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:39:08.000Z,122.136493,29.820878,15,24080,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:39:28.000Z,122.135722,29.820515,15,24120,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:39:48.000Z,122.134987,29.820178,15,24160,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:40:08.000Z,122.134188,29.819785,15,24090,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:40:48.000Z,122.132707,29.819048,15,24060,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:45:28.000Z,122.121323,29.814597,14,24500,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:45:48.000Z,122.120525,29.814285,14,24490,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CM247448368157,2020-01-21T12:46:08.000Z,122.119715,29.813963,14,24520,OIEQNT,S7020352560,2020/01/14  02:21:58,CNYTN-MXZLO
CX921020302440,2019-12-30T21:55:18.000Z,113.87615,22.454883,4,17100,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T21:56:28.000Z,113.876433,22.453933,6,16310,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T21:58:28.000Z,113.8773,22.451817,8,15660,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T21:58:38.000Z,113.877383,22.451617,8,15650,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T21:58:48.000Z,113.877483,22.451417,8,15700,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T21:58:58.000Z,113.877583,22.4512,9,15740,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T21:59:48.000Z,113.878083,22.4501,10,15750,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T21:59:58.000Z,113.878183,22.449867,10,15790,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:00:48.000Z,113.878717,22.448633,10,15790,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:00:58.000Z,113.878833,22.448367,11,15780,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:01:58.000Z,113.87955,22.446767,11,15680,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:02:58.000Z,113.880183,22.445033,12,16240,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:03:58.000Z,113.880817,22.443167,13,16250,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:07:18.000Z,113.8829,22.4363,15,16770,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:08:18.000Z,113.8834,22.434033,15,16860,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:09:18.000Z,113.8839,22.4317,16,16910,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:09:28.000Z,113.883983,22.4313,16,16920,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:09:38.000Z,113.88405,22.4309,16,16940,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:09:48.000Z,113.884133,22.4305,16,16940,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:10:18.000Z,113.884383,22.429283,16,16950,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:11:48.000Z,113.885117,22.425517,17,16970,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:11:58.000Z,113.8852,22.4251,16,16970,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:12:18.000Z,113.88535,22.424283,16,16980,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:12:28.000Z,113.885433,22.423867,16,16980,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:12:58.000Z,113.885667,22.42265,16,17010,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:15:58.000Z,113.886933,22.415767,14,17070,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:17:58.000Z,113.887617,22.41155,13,17180,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:19:58.000Z,113.88845,22.407567,13,16490,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:20:08.000Z,113.88855,22.40725,13,16430,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:20:58.000Z,113.88905,22.405567,14,16460,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:29:18.000Z,113.896733,22.3827,24,15630,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:30:58.000Z,113.89945,22.377017,24,15610,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:31:18.000Z,113.899983,22.375883,24,15660,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:33:18.000Z,113.903433,22.369517,22,14560,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:33:58.000Z,113.905,22.367767,22,13690,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:34:58.000Z,113.907783,22.365633,22,12710,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:35:38.000Z,113.909767,22.364317,22,12480,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:36:38.000Z,113.912883,22.362333,23,12480,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:36:48.000Z,113.913417,22.361983,23,12450,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:37:18.000Z,113.915017,22.360983,24,12310,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:37:28.000Z,113.915567,22.36065,24,12320,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:37:38.000Z,113.916117,22.360317,24,12270,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:37:48.000Z,113.916667,22.359983,24,12310,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:38:38.000Z,113.91945,22.358333,24,12130,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:39:28.000Z,113.922317,22.356717,25,12110,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:40:38.000Z,113.926383,22.354467,25,11880,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:42:48.000Z,113.934417,22.351017,25,11130,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:47:48.000Z,113.95455,22.345767,28,9930,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:48:48.000Z,113.959233,22.345483,29,9090,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:50:28.000Z,113.967667,22.34545,31,9010,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:50:48.000Z,113.9691,22.34545,31,8990,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:51:18.000Z,113.971767,22.34545,32,9010,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:51:48.000Z,113.974317,22.34545,32,9000,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T22:54:48.000Z,113.99035,22.345567,33,8950,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:06:48.000Z,114.045167,22.353467,25,6320,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:10:08.000Z,114.05755,22.35855,24,7360,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:16:08.000Z,114.0742,22.349783,25,16510,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:21:38.000Z,114.0811,22.328483,26,16000,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:22:48.000Z,114.082883,22.323983,26,15990,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:32:58.000Z,114.098583,22.286717,25,15640,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:35:18.000Z,114.102433,22.278483,25,15770,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:36:18.000Z,114.104,22.274883,25,15800,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:44:48.000Z,114.118467,22.246167,22,14440,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:44:58.000Z,114.118833,22.245733,22,14060,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:45:08.000Z,114.119233,22.245333,21,13720,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:48:48.000Z,114.128433,22.238217,18,12870,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-30T23:49:48.000Z,114.130733,22.2365,17,12900,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T00:09:28.000Z,114.17335,22.203767,20,14180,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T01:48:58.000Z,114.344633,22.01105,21,18870,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T01:50:28.000Z,114.343833,22.0063,21,18840,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T01:57:18.000Z,114.3398,21.98475,21,19070,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T01:57:48.000Z,114.339483,21.983183,21,19050,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T01:58:48.000Z,114.338917,21.98005,21,18920,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T01:59:18.000Z,114.338633,21.9785,21,18920,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T01:59:58.000Z,114.33825,21.9764,21,19010,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T02:00:08.000Z,114.33815,21.975883,21,19030,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T02:00:18.000Z,114.33805,21.975367,21,19010,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2019-12-31T17:18:08.000Z,112.781545,19.639907,0,-1,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2020-01-01T00:09:58.000Z,112.229555,18.713348,0,-1,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2020-01-02T05:53:08.000Z,109.924333,12.011283,26,19500,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
CX921020302440,2020-01-02T06:08:08.000Z,109.90935,11.953317,26,19400,RWHZVZ,F9840636403,2019/12/30  21:55:18,CNSHK-MYTPP
